LOCATION,SUBURB,Reason Code,Audit Date,Start_Lat,Start_Lng,End_Lat,End_Lng
Dundas Street,RYE,C,2024-09-01 00:00:00,-38.3904677,144.8172611,-38.3904677,144.8172611
Dunkeld-Cavendish Road,MOUTAJUP,AC,2024-10-01 00:00:00,-37.6320001,142.2585137,-37.6320001,142.2585137
Dunne Street,KINGSBURY,ABC,2024-08-01 00:00:00,-37.7133571,145.033375,-37.7133571,145.033375
Dunns Creek Road,DROMANA,ABC,2024-09-01 00:00:00,-38.3369767,145.0386148,-38.3369767,145.0386148
Dwyer Street,KALKALLO,ABCD,2024-08-01 00:00:00,-37.5280397,144.9568448,-37.5280397,144.9568448
Dynon Road,WEST MELBOURNE,ABCD,2024-08-01 00:00:00,-37.8027202,144.9261727,-37.8027202,144.9261727
Earl Street,KEW,ABCD,T,-37.7951045,145.036019,-37.7951045,145.036019
East Boundary Road,BENTLEIGH EAST,C,2024-06-01 00:00:00,-37.9211453,145.0589977,-37.9211453,145.0589977
East Esplanade,ST ALBANS,BCD,2024-05-02 00:00:00,-37.7354406,144.7960843,-37.7354406,144.7960843
East Street,HADFIELD,BC,2024-08-01 00:00:00,-37.7091404,144.9503978,-37.7091404,144.9503978
Eastbourne Road,ROSEBUD,ABC,2024-09-01 00:00:00,-38.3675181,144.8917915,-38.3675181,144.8917915
Eastfield Road,CROYDON,BCD,2024-07-01 00:00:00,-37.8109829,145.2711158,-37.8109829,145.2711158
Eaststone Avenue,WOLLERT,BCD,2024-06-01 00:00:00,-37.6158209,144.9983042,-37.6158209,144.9983042
Echuca-Kyabram Road,ECHUCA,CD,2024-05-02 00:00:00,-36.3135283,145.0496442,-36.3135283,145.0496442
Echuca-Mooroopna Road,MOOROOPNA NORTH,BC,2024-08-01 00:00:00,-36.3949921,145.3558843,-36.3949921,145.3558843
Echuca-Mooroopna Road,UNDERA,BC,2024-08-01 00:00:00,-36.3949921,145.3558843,-36.3949921,145.3558843
Echuca-Mooroopna Road,ST GERMAINS,C,2024-08-01 00:00:00,-36.3949921,145.3558843,-36.3949921,145.3558843
Edenvale Boulevard,WOLLERT,BCD,2024-08-01 00:00:00,-37.6187977,145.0130097,-37.6187977,145.0130097
Edgar Street,PORTLAND,C,T,-38.3640574,141.6052525,-38.3640574,141.6052525
Edgars Road,LALOR,ABCD,2024-08-01 00:00:00,-37.6660397,145.0046823,-37.6660397,145.0046823
Edgars Road,EPPING,BC,2024-01-01 00:00:00,-37.6382393,145.0054097,-37.6382393,145.0054097
Edgars Road,WOLLERT,BCD,2024-07-01 00:00:00,-37.6002511,145.0091359,-37.6002511,145.0091359
Edithvale Road,CHELSEA HEIGHTS,AC,2024-06-01 00:00:00,-38.031605,145.1266277,-38.031605,145.1266277
Edward Road,CHIRNSIDE PARK,ABC,2024-07-01 00:00:00,-37.7367106,145.3202319,-37.7367106,145.3202319
Edwardes Street,RESERVOIR,BCD,2024-08-01 00:00:00,-37.7153345,144.9942856,-37.7153345,144.9942856
Edwards Road,JACKASS FLAT,ABCD,2024-10-01 00:00:00,-36.7196973,144.2802595,-36.7196973,144.2802595
Eighth Street,MILDURA,ABCD,2024-08-01 00:00:00,-34.1789023,142.1553454,-34.1789023,142.1553454
Eildon-Jamieson Road,EILDON,C,2024-04-01 00:00:00,-37.3220595,146.0629535,-37.3220595,146.0629535
Eildon-Jamieson Road,JAMIESON,C,2024-04-01 00:00:00,-37.3060595,146.0917948,-37.3060595,146.0917948
Elcho Road,LARA,BC,2024-08-01 00:00:00,-38.0281364,144.358373,-38.0281364,144.358373
Elder Street,WATSONIA,BC,2024-08-01 00:00:00,-37.7140422,145.0897786,-37.7140422,145.0897786
Elevation Boulevard,CRAIGIEBURN,ABC,2024-08-01 00:00:00,-37.6009185,144.8981786,-37.6009185,144.8981786
Eleventh Street,IRYMPLE,ABCD,2024-08-01 00:00:00,-34.2232572,142.1976153,-34.2232572,142.1976153
Eleventh Street,MILDURA,ABCD,2024-08-01 00:00:00,-34.1974448,142.1668745,-34.1974448,142.1668745
Elgar Road,BOX HILL SOUTH,C,2024-06-01 00:00:00,-37.8373907,145.1113961,-37.8373907,145.1113961
Elgar Road,BURWOOD,C,2024-06-01 00:00:00,-37.8430806,145.1101683,-37.8430806,145.1101683
Elizabeth Drive,SUNBURY,BC,2024-08-01 00:00:00,-37.5721032,144.7172238,-37.5721032,144.7172238
Elizabeth Street,COBURG,ABC,2024-08-01 00:00:00,-37.7378229,144.9820324,-37.7378229,144.9820324
Elizabeth Street,ARARAT,BC,2024-10-01 00:00:00,-37.2919348,142.9375277,-37.2919348,142.9375277
Elizabeth Street,EDENHOPE,C,2024-10-01 00:00:00,-37.0365286,141.2945158,-37.0365286,141.2945158
Ellscott Boulevard,MICKLEHAM,ABC,2024-08-01 00:00:00,-37.5377501,144.8981261,-37.5377501,144.8981261
Eltham-Yarra Glen Road,KANGAROO GROUND,ABCD,2024-08-01 00:00:00,-37.6834422,145.2365475,-37.6834422,145.2365475
Eltham-Yarra Glen Road,CHRISTMAS HILLS,AC,2024-08-01 00:00:00,-37.6541486,145.3084463,-37.6541486,145.3084463
Eltham-Yarra Glen Road,WATSONS CREEK,B,2024-08-01 00:00:00,-37.6649439,145.2628062,-37.6649439,145.2628062
Elvins Street,MANSFIELD,BCD,2024-04-01 00:00:00,-37.0543377,146.0798925,-37.0543377,146.0798925
Elwers Road,ROSEBUD,BCD,2024-09-01 00:00:00,-38.3591885,144.9183062,-38.3591885,144.9183062
Emily Street,SEYMOUR,ABCD,T,-37.0217987,145.1181028,-37.0217987,145.1181028
Emu Creek Road,STRATHFIELDSAYE,AC,2024-10-01 00:00:00,-36.8172116,144.3571611,-36.8172116,144.3571611
Emu Road,MAIDSTONE,BC,2023-08-01 00:00:00,-37.7796163,144.8793648,-37.7796163,144.8793648
Epping Road,WOLLERT,ABCD,2024-08-01 00:00:00,-37.5905399,145.0335007,-37.5905399,145.0335007
Epping Road,EPPING,BCD,2024-08-01 00:00:00,-37.6264476,145.0285903,-37.6264476,145.0285903
Epping Road,WOODSTOCK,C,2024-08-01 00:00:00,-37.560331,145.0318495,-37.560331,145.0318495
Epsom Road,ASCOT VALE,C,2024-08-01 00:00:00,-37.7805568,144.9146858,-37.7805568,144.9146858
Epsom-Barnadown Road,ASCOT,BC,2024-10-01 00:00:00,-36.6957838,144.344156,-36.6957838,144.344156
Ernst Wanke Road,BERWICK,B,2024-04-01 00:00:00,-38.0157448,145.3302976,-38.0157448,145.3302976
Erskine Road,MACLEOD,AC,2024-08-01 00:00:00,-37.7288342,145.0737721,-37.7288342,145.0737721
Esplanade,BRIGHTON,ABCD,2024-03-01 00:00:00,-37.9182913,144.9877443,-37.9182913,144.9877443
