LOCATION,SUBURB,Reason Code,Audit Date,Start_Lat,Start_Lng,End_Lat,End_Lng
Mallee Highway,BOORONGIE NORTH,C,2024-08-01 00:00:00,-35.1054412,142.1390015,-35.1054412,142.1390015
Mallee Highway,CARINA,C,2024-08-01 00:00:00,-35.2523171,141.0895284,-35.2523171,141.0895284
Mallee Highway,COWANGIE,C,2024-08-01 00:00:00,-35.2382828,141.3621456,-35.2382828,141.3621456
Mallee Highway,KULWIN,C,2024-08-01 00:00:00,-35.0388737,142.5819852,-35.0388737,142.5819852
Mallee Highway,PANITYA,C,2024-08-01 00:00:00,-35.2372715,141.0344747,-35.2372715,141.0344747
Mallee Highway,UNDERBOOL,C,2024-08-01 00:00:00,-35.1706963,141.8213674,-35.1706963,141.8213674
Mallee Highway,WAGANT,C,2024-08-01 00:00:00,-35.1054412,142.1390015,-35.1054412,142.1390015
Mallee Highway,WALPEUP,C,2024-08-01 00:00:00,-35.1304801,142.0339745,-35.1304801,142.0339745
Mallee Highway,MANANGATANG,C,2024-08-01 00:00:00,-35.0545197,142.8895927,-35.0545197,142.8895927
Mallee Highway,PIANGIL,C,2024-08-01 00:00:00,-35.0573277,143.2147091,-35.0573277,143.2147091
Malvern Road,SOUTH YARRA,BC,2024-06-01 00:00:00,-37.8474832,144.9986578,-37.8474832,144.9986578
Malvern Road,GLEN IRIS,C,2024-06-01 00:00:00,-37.857405,145.0551018,-37.857405,145.0551018
Malvern Road,MALVERN EAST,C,2024-06-01 00:00:00,-37.8704931,145.0615757,-37.8704931,145.0615757
Malvern Road,TOORAK,C,2024-06-01 00:00:00,-37.8500606,145.0182941,-37.8500606,145.0182941
Manks Road,CLYDE,B,2024-04-01 00:00:00,-38.1674878,145.3595917,-38.1674878,145.3595917
Manningham Street,PARKVILLE,BD,2024-08-01 00:00:00,-37.7859559,144.9418541,-37.7859559,144.9418541
Mansfield Whitfield Road,MANSFIELD,ABCD,2024-10-01 00:00:00,-37.0029417,146.1067778,-37.0029417,146.1067778
Mansfield Whitfield Road,BRIDGE CREEK,ACD,2024-10-01 00:00:00,-36.9591093,146.1373866,-36.9591093,146.1373866
Mansfield-Whitfield Road,TOLMIE,ABC,2024-10-01 00:00:00,-36.9197594,146.25474,-36.9197594,146.25474
Mansfield-Whitfield Road,BRIDGE CREEK,C,2024-10-01 00:00:00,-36.9591093,146.1373866,-36.9591093,146.1373866
Mansfield-Woods Point Road,PIRIES,AC,2024-04-01 00:00:00,-37.183802,146.1429983,-37.183802,146.1429983
Mansfield-Woods Point Road,JAMIESON,BCD,2024-04-01 00:00:00,-37.2522297,146.1381964,-37.3218349,146.1313153
Mansfield-Woods Point Road,MANSFIELD,C,2024-04-01 00:00:00,-37.1044228,146.132286,-37.1044228,146.132286
Mansfield-Woods Point Road,HOWQUA,C,2024-04-01 00:00:00,-37.2168373,146.1608664,-37.2168373,146.1608664
Manuka Road,BERWICK,B,2024-04-01 00:00:00,-38.033108,145.3653789,-38.033108,145.3653789
Marathon Boulevard,CRAIGIEBURN,ABC,2024-08-01 00:00:00,-37.584685,144.9051745,-37.584685,144.9051745
Maribyrnong Road,ASCOT VALE,BC,2024-08-01 00:00:00,-37.7715684,144.9146417,-37.7715684,144.9146417
Marine Drive,SAFETY BEACH,C,2024-09-01 00:00:00,-38.3167713,144.9889197,-38.3167713,144.9889197
Marine Parade,HASTINGS,ABC,2024-09-01 00:00:00,-38.297294,145.189776,-38.297294,145.189776
Marine Parade,ELWOOD,BC,2024-06-01 00:00:00,-37.876181,144.9769001,-37.876181,144.9769001
Market Road,SUNSHINE,BCD,2024-05-02 00:00:00,-37.7990581,144.839281,-37.7990581,144.839281
Market Road,WERRIBEE,C,2023-08-01 00:00:00,-37.8945317,144.6575255,-37.8945317,144.6575255
Marlo Road,MARLO,BC,2024-05-02 00:00:00,-37.7689459,148.536735,-37.7689459,148.536735
Marong Road,IRONBARK,ABCD,2023-10-01 00:00:00,-36.757298,144.259686,-36.757298,144.259686
Marong Road,WEST BENDIGO,ACD,2024-10-01 00:00:00,-36.7593367,144.2506975,-36.7593367,144.2506975
Maroondah Highway,YARCK,A,2024-10-01 00:00:00,-37.0833097,145.6335203,-37.0833097,145.6335203
Maroondah Highway,HEALESVILLE,ABC,2024-07-01 00:00:00,-37.6464512,145.5400343,-37.6464512,145.5400343
Maroondah Highway,MERTON,ABC,2024-10-01 00:00:00,-36.9999604,145.7456084,-36.9999604,145.7456084
Maroondah Highway,COLDSTREAM,ABCD,2024-07-01 00:00:00,-37.7006344,145.4169554,-37.7006344,145.4169554
Maroondah Highway,BUXTON,AC,2024-04-01 00:00:00,-37.4366515,145.6993139,-37.4366515,145.6993139
Maroondah Highway,BONNIE DOON,AC,2024-10-01 00:00:00,-37.0242447,145.8815259,-37.0242447,145.8815259
Maroondah Highway,MAINDAMPLE,AC,2024-10-01 00:00:00,-37.0272054,145.9591297,-37.0272054,145.9591297
Maroondah Highway,LILYDALE,ACD,2024-07-01 00:00:00,-37.7539375,145.3639561,-37.7539375,145.3639561
Maroondah Highway,NARBETHONG,C,2024-04-01 00:00:00,-37.5504417,145.659874,-37.5504417,145.659874
Maroondah Highway,TAGGERTY,C,2024-04-01 00:00:00,-37.3496585,145.7128726,-37.3496585,145.7128726
Maroondah Highway,KANUMBRA,C,2024-10-01 00:00:00,-37.0501861,145.6694216,-37.0501861,145.6694216
Maroondah Highway,MANSFIELD,C,2024-10-01 00:00:00,-37.0384685,146.0185087,-37.0384685,146.0185087
Maroondah highway,WOODFIELD,C,2024-10-01 00:00:00,-37.0156225,145.7897525,-37.0156225,145.7897525
Maroondah Link Highway,CATHKIN,C,2024-10-01 00:00:00,-37.1386392,145.5901747,-37.1386392,145.5901747
Marshall Street,IVANHOE,BCD,2024-08-01 00:00:00,-37.770217,145.0470024,-37.770217,145.0470024
Mary Street,HEYFIELD,ABCD,2023-12-01 00:00:00,-37.9791449,146.7893703,-37.9791449,146.7893703
Maryborough Road,ASCOT,C,2024-08-01 00:00:00,-37.399,143.803,-36.7067725,144.3290501
Maryborough-Ballarat Road,TALBOT,ACD,2024-10-01 00:00:00,-37.1708444,143.698102,-37.1708444,143.698102
Maryborough-Dunolly Road,HAVELOCK,ABCD,2024-10-01 00:00:00,-36.9691263,143.7701146,-36.9691263,143.7701146
Marysville Buxton Road,MARYSVILLE,ABCD,2024-04-01 00:00:00,-37.469662,145.7399119,-37.469662,145.7399119
Marysville Road,GRANTON,C,2024-04-01 00:00:00,-37.5318833,145.7022868,-36.9847807,143.3906074
Maryvale Road,MORWELL,BC,2024-02-01 00:00:00,-38.2239779,146.4139857,-38.2239779,146.4139857
Mascoma Street,STRATHMORE,BC,2024-08-01 00:00:00,-37.7231152,144.9130396,-37.7231152,144.9130396
Massey Avenue,RESERVOIR,BCD,2024-08-01 00:00:00,-37.7016552,144.9896476,-37.7016552,144.9896476
Mayfair Drive,WODONGA,BCD,2024-10-01 00:00:00,-36.1170279,146.8612419,-36.1170279,146.8612419
McArthur Road,IVANHOE EAST,BCD,2024-08-01 00:00:00,-37.7757012,145.0630117,-37.7757012,145.0630117
McBryde Street,FAWKNER,BCD,2024-08-01 00:00:00,-37.7075464,144.9762129,-37.7075464,144.9762129
McClelland Drive,LANGWARRIN,ABC,2024-09-01 00:00:00,-38.1534847,145.171803,-38.1495376,145.1735314
McCormick Road,KYABRAM,CD,2024-05-02 00:00:00,-36.3080236,145.0385848,-36.3080236,145.0385848
McCormicks Road,SKYE,ABC,2024-08-01 00:00:00,-38.0962219,145.1981683,-38.0962219,145.1981683
McCormicks Road,CARRUM DOWNS,ABC,2024-09-01 00:00:00,-38.0951088,145.1983959,-38.0951088,145.1983959
Mccormicks Road,SANDHURST,ABCD,2023-11-01 00:00:00,-38.0821568,145.20123,-38.0821568,145.20123
McCurdy Road,HERNE HILL,BC,2024-08-01 00:00:00,-38.1346728,144.319051,-38.1346728,144.319051
McDonalds Road,EPPING,BCD,2024-08-01 00:00:00,-37.6466739,145.0474618,-37.6466739,145.0474618
McIntyre Road,SUNSHINE NORTH,ABCD,2024-06-01 00:00:00,-37.7645519,144.83098,-37.7645519,144.83098
McIvor Highway,AXEDALE,AC,2024-10-01 00:00:00,-36.7913389,144.512999,-36.7913389,144.512999
McIvor Highway,KNOWSLEY,C,2024-10-01 00:00:00,-36.8288297,144.590479,-36.8288297,144.590479
McKean Street,BAIRNSDALE,C,2023-12-01 00:00:00,-37.8254105,147.6070951,-37.8254105,147.6070951
McKimmies Road,BUNDOORA,BCD,2024-08-01 00:00:00,-37.6776543,145.0578455,-37.6776543,145.0578455
Mclennan Street,MOOROOPNA,ABCD,T,-36.3960749,145.349256,-36.3960749,145.349256
McMahens Road,BANGHOLME,C,2024-08-01 00:00:00,-38.0453958,145.1702688,-38.0453958,145.1702688
McMahons Road,FRANKSTON,C,2024-09-01 00:00:00,-38.1434164,145.1368368,-38.1434164,145.1368368
Meadowvale  Drive,GROVEDALE,BC,2024-08-01 00:00:00,-38.2033571,144.3178151,-38.2033571,144.3178151
Medway Road,CRAIGIEBURN,C,2024-08-01 00:00:00,-37.5917574,144.9321665,-37.5917574,144.9321665
Meeniyan-Promontory Road,BUFFALO,BC,2024-09-01 00:00:00,-38.6527823,146.0198923,-38.6527823,146.0198923
Melaluka Road,LEOPOLD,ABCD,2024-08-01 00:00:00,-38.1960836,144.453584,-38.1960836,144.453584
Melba Highway,YARRA GLEN,ABC,2024-07-01 00:00:00,-37.6469775,145.3947005,-37.6469775,145.3947005
Melba Highway,DIXONS CREEK,ABCD,2024-07-01 00:00:00,-37.5840079,145.4108838,-37.5840079,145.4108838
Melba Highway,LIMESTONE,AC,2024-08-01 00:00:00,-37.4660432,145.4214356,-37.4660432,145.4214356
Melba Highway,DEVLIN BRIDGE,C,2024-08-01 00:00:00,-37.4660432,145.4214356,-37.3831782,145.4738199
Melba Highway,GLENBURN,C,2024-08-01 00:00:00,-37.4143443,145.4433148,-37.4143443,145.4433148
Melbourne Road,RYE,ABCD,2024-09-01 00:00:00,-38.3784098,144.8000472,-38.3784098,144.8000472
Melbourne Road,NORTH GEELONG,ABCD,T,-38.107201,144.3532754,-38.107201,144.3532754
Melbourne Road,YEA,C,2024-08-01 00:00:00,-37.2164384,145.4186218,-37.2164384,145.4186218
Melbourne Road,BLAIRGOWRIE,C,2024-09-01 00:00:00,-38.3671401,144.7689854,-38.3671401,144.7689854
Melbourne Road,SORRENTO,C,2024-09-01 00:00:00,-38.3512811,144.7472662,-38.3512811,144.7472662
Melbourne-Lancefield Road,CLARKEFIELD,AC,2024-05-02 00:00:00,-37.4689959,144.7464548,-37.4689959,144.7464548
Melbourne-Lancefield Road,SUNBURY,C,2024-08-01 00:00:00,-37.4899353,144.7560895,-37.4899353,144.7560895
Melrose Drive,WODONGA,ABCD,2024-10-01 00:00:00,-36.121226,146.867328,-36.121226,146.867328
Melrose Drive,TULLAMARINE,ABCD,T,-37.6992537,144.8799138,-37.6992537,144.8799138
Melton Highway,MELTON,ABCD,2024-05-02 00:00:00,-37.6899274,144.6051403,-37.6899274,144.6051403
Melton Highway,TAYLORS LAKES,ABCD,T,-37.6979257,144.783494,-37.6979257,144.783494
Melton Highway,SYDENHAM,C,2024-05-02 00:00:00,-37.6950368,144.7687283,-37.6950368,144.7687283
Melton Road,GISBORNE,ABCD,T,-37.5254955,144.5647277,-37.5254955,144.5647277
Melton Valley Drive,MELTON,BCD,2024-05-02 00:00:00,-37.6827937,144.5982044,-37.6827937,144.5982044
Melville Road,BRUNSWICK WEST,BCD,2024-08-01 00:00:00,-37.7585067,144.9448937,-37.7585067,144.9448937
Melville Road,PASCOE VALE SOUTH,C,2024-08-01 00:00:00,-37.7466007,144.9444267,-37.7466007,144.9444267
Menadue Street,HORSHAM,BC,2024-10-01 00:00:00,-36.7151031,142.213787,-36.7151031,142.213787
Merriang Road,BEVERIDGE,ABCD,2024-08-01 00:00:00,-37.482034,145.0240395,-37.482034,145.0240395
Merriang Road,WOODSTOCK,CD,2024-08-01 00:00:00,-37.5354893,145.0290412,-37.5354893,145.0290412
Merton-Euroa Road,MERTON,AC,2024-04-01 00:00:00,-36.9528042,145.6921896,-36.9528042,145.6921896
Metropolitan Ring Road,WATSONIA NORTH,ABC,2024-01-01 00:00:00,-37.6938736,144.9325842,-37.6938736,144.9325842
Metung Road,SWAN REACH,AC,2023-12-01 00:00:00,-37.8424907,147.8561026,-37.8424907,147.8561026
Mickleham Road,TULLAMARINE,ABC,2024-08-01 00:00:00,-37.6904879,144.8820778,-37.6904879,144.8820778
Mickleham Road,GREENVALE,ABC,2024-08-01 00:00:00,-37.6348629,144.8815667,-37.6348629,144.8815667
Mickleham Road,MICKLEHAM,AC,2024-08-01 00:00:00,-37.5620012,144.8766677,-37.5620012,144.8766677
Mickleham Road,YUROKE,AC,2024-08-01 00:00:00,-37.5820833,144.8768176,-37.5820833,144.8768176
Middleborough Road,BLACKBURN SOUTH,C,2024-06-01 00:00:00,-37.8383129,145.1348768,-37.8383129,145.1348768
Midland Highway,ELAINE,ABC,2024-08-01 00:00:00,-37.7637339,144.0119828,-37.7637339,144.0119828
Midland Highway,EPSOM,ABCD,2023-10-01 00:00:00,-36.7005773,144.3170376,-36.7005773,144.3170376
Midland Highway,MOOROOPNA,ABCD,2024-08-01 00:00:00,-36.3960749,145.349256,-36.3960749,145.349256
Midland Highway,BENALLA,AC,2024-04-01 00:00:00,-36.5760281,145.9609079,-36.5760281,145.9609079
Midland Highway,LIMA,AC,2024-04-01 00:00:00,-37.0034273,144.2501741,-37.0034273,144.2501741
Midland Highway,BATESFORD,AC,2024-08-01 00:00:00,-38.0910494,144.2857731,-38.0910494,144.2857731
Midland Highway,MANSFIELD,AC,2024-10-01 00:00:00,-36.9938441,146.0532586,-36.9938441,146.0532586
Midland Highway,HUNTLY,ACD,2024-10-01 00:00:00,-36.6605729,144.3384255,-36.6605729,144.3384255
Midland Highway,NEWLYN,BC,2024-08-01 00:00:00,-37.4103432,143.9753161,-37.4103432,143.9753161
Midland Highway,MAGPIE,BC,2024-08-01 00:00:00,-37.6334919,143.8401541,-37.6334919,143.8401541
Midland Highway,GHERINGHAP,BC,2024-08-01 00:00:00,-38.0657299,144.2206421,-38.0657299,144.2206421
Midland Highway,SHEPPARTON EAST,BC,2024-08-01 00:00:00,-36.4020529,145.4809647,-36.4020529,145.4809647
Midland Highway,GOORNONG,BCD,2024-10-01 00:00:00,-36.6159917,144.502378,-36.6159917,144.502378
Midland Highway,STEWARTON,C,2023-10-01 00:00:00,-36.4398623,145.8023044,-36.4398623,145.8023044
Midland Highway,BARJARG,C,2024-04-01 00:00:00,-36.9202063,146.0015591,-36.9202063,146.0015591
Midland Highway,SWANPOOL,C,2024-04-01 00:00:00,-36.7266203,145.9946787,-36.7266203,145.9946787
Midland Highway,BLAMPIED,C,2024-08-01 00:00:00,-37.3704382,144.0356868,-37.3704382,144.0356868
Midland Highway,MOUNT FRANKLIN,C,2024-08-01 00:00:00,-37.2586311,144.1381557,-37.2586311,144.1381557
Midland Highway,MOUNT PROSPECT,C,2024-08-01 00:00:00,-37.0034273,144.2501741,-37.0034273,144.2501741
Midland Highway,BANNOCKBURN,C,2024-08-01 00:00:00,-38.0304218,144.1772619,-38.0304218,144.1772619
Midland Highway,CLARENDON,C,2024-08-01 00:00:00,-37.6949395,143.973939,-37.6949395,143.973939
Midland Highway,BYRNESIDE,C,2024-08-01 00:00:00,-36.4233849,145.1561184,-36.4233849,145.1561184
Midland Highway,TATURA,C,2024-08-01 00:00:00,-36.416639,145.204792,-36.416639,145.204792
Midland Highway,BARKERS CREEK,C,2024-10-01 00:00:00,-37.0226398,144.2378688,-37.0226398,144.2378688
Midland Highway,CAMPBELLS CREEK,C,2024-10-01 00:00:00,-37.0967948,144.2012288,-37.0967948,144.2012288
Midland Highway,CASTLEMAINE,C,2024-10-01 00:00:00,-37.0597653,144.2177647,-37.0597653,144.2177647
Midland Highway,COROP,CD,2024-05-02 00:00:00,-36.4576728,144.7957057,-36.4576728,144.7957057
MIDLAND Highway,AVONMORE,CD,2024-10-01 00:00:00,-36.5344703,144.5817209,-36.5344703,144.5817209
Midland Highway,WHITE HILLS,CD,2024-10-01 00:00:00,-36.7279258,144.3076899,-36.7279258,144.3076899
Midland Link Highway,MAINDAMPLE,ABC,2024-04-01 00:00:00,-36.9931557,145.979405,-36.9931557,145.979405
Military Road,AVONDALE HEIGHTS,BC,2024-08-01 00:00:00,-37.7621619,144.8619827,-37.7621619,144.8619827
Milleara Road,KEILOR EAST,C,2024-08-01 00:00:00,-37.7412321,144.8636108,-37.7412321,144.8636108
Miller Street,EPPING,AC,2024-08-01 00:00:00,-37.6439712,145.0205548,-37.6439712,145.0205548
Millers Road,ALTONA,C,2023-08-01 00:00:00,-37.8581225,144.8430601,-37.8581225,144.8430601
Millers Road,ALTONA NORTH,C,2023-08-01 00:00:00,-37.8385104,144.8469629,-37.8385104,144.8469629
Millewa Road,KOORLONG,C,2024-08-01 00:00:00,-34.3478371,142.0520449,-34.3478371,142.0520449
Millewa Road,RED CLIFFS,C,2024-08-01 00:00:00,-34.3309307,142.1509165,-34.3309307,142.1509165
Mitcham Road,MITCHAM,C,2024-06-01 00:00:00,-37.8165759,145.193686,-37.8165759,145.193686
Mitchell Street,COLBINABBIN,BCD,2024-05-02 00:00:00,-36.5903037,144.8006805,-36.5903037,144.8006805
Mitchell Street,MAIDSTONE,C,2023-08-01 00:00:00,-37.7822825,144.8765588,-37.7822825,144.8765588
Mitford Street,ELWOOD,BCD,2024-06-01 00:00:00,-37.8770459,144.984855,-37.8770459,144.984855
Moe-Glengarry Road,YALLOURN NORTH,AC,2024-02-01 00:00:00,-38.1490772,146.4828097,-38.1490772,146.4828097
Moe-Willow Grove Road,WILLOW GROVE,AC,T,-38.0861288,146.1995224,-38.0861288,146.1995224
Monaro Highway,NOORINBEE,ABC,2024-05-02 00:00:00,-37.5036371,149.1773172,-37.5036371,149.1773172
Monash Road,NEWBOROUGH,ABC,2024-02-01 00:00:00,-38.1807083,146.299997,-38.1807083,146.299997
Monash Street,SUNSHINE,ABC,2024-05-02 00:00:00,-37.7894296,144.8396929,-37.7894296,144.8396929
Monash Way,CHURCHILL,ABC,2024-02-01 00:00:00,-38.3138877,146.4194387,-38.3138877,146.4194387
Monbulk Road,SILVAN,ABC,2024-07-01 00:00:00,-37.8235887,145.4167921,-37.8235887,145.4167921
Monbulk Road,MOUNT EVELYN,ABCD,T,-37.7980674,145.3933478,-37.7980674,145.3933478
Mont Albert Road,CANTERBURY,C,2024-06-01 00:00:00,-37.8183185,145.0802966,-37.8183185,145.0802966
Montague Street,SOUTH MELBOURNE,ABCD,2024-06-01 00:00:00,-37.8339996,144.9526308,-37.8344458,144.9528358
Montague Street,ALBERT PARK,BCD,2024-06-01 00:00:00,-37.8401004,144.9554362,-37.8344458,144.9528358
Moore Street,MOE,ABC,2024-02-01 00:00:00,-38.1689445,146.2624044,-38.1689445,146.2624044
Moore Street,WARRNAMBOOL,C,2024-10-01 00:00:00,-38.3748522,142.5039966,-38.3748522,142.5039966
Moorooduc Highway,MOUNT ELIZA,ABCD,T,-38.2117095,145.110266,-38.2117095,145.110266
Mooroopna-Murchison Road,MURCHISON,BC,2024-08-01 00:00:00,-36.3949921,145.3558843,-36.3949921,145.3558843
Mooroopna-Murchison Road,OLD TOOLAMBA,BC,2024-08-01 00:00:00,-36.3949921,145.3558843,-36.3949921,145.3558843
Moran Street,PICOLA,BC,2024-10-01 00:00:00,-35.9990193,145.1150537,-35.9990193,145.1150537
Moran Street,LONG GULLY,BCD,2024-10-01 00:00:00,-36.744789,144.2688257,-36.744789,144.2688257
Morang Drive,MILL PARK,C,2024-08-01 00:00:00,-37.6561797,145.0591601,-37.6561797,145.0591601
Moray Street,SOUTH MELBOURNE,BCD,2024-06-01 00:00:00,-37.8319363,144.9628417,-37.8319363,144.9628417
Moreland Road,BRUNSWICK,C,2024-08-01 00:00:00,-37.755438,144.9641203,-37.755438,144.9641203
Moreland Street,FOOTSCRAY,ABCD,2023-09-01 00:00:00,-37.80507,144.9058726,-37.80507,144.9058726
Mornington Peninsula Freeway,ROSEBUD,ABC,2024-09-01 00:00:00,-38.3650907,144.916225,-38.3650907,144.916225
Mornington Peninsula Freeway,DROMANA,ABCD,2024-09-01 00:00:00,-38.3318326,144.9854012,-38.3318326,144.9854012
Mornington Peninsula Freeway,PATTERSON LAKES,ABCD,T,-38.0671789,145.1498166,-38.0671789,145.1498166
Mornington Peninsula Freeway,MCCRAE,C,2024-09-01 00:00:00,-38.3543024,144.9293841,-38.3543024,144.9293841
Mornington Peninsula Freeway,CHELSEA HEIGHTS,C,T,-38.0392637,145.1397372,-38.0392637,145.1397372
Mornington Peninsula Freeway,BANGHOLME,C,T,-38.0483431,145.1431632,-38.0483431,145.1431632
Mornington-Tyabb Road,TYABB,ABCD,2024-09-01 00:00:00,-38.2612622,145.1670599,-38.2612622,145.1670599
Morpung Avenue,IRYMPLE,BC,2024-08-01 00:00:00,-34.2402468,142.1847075,-34.2402468,142.1847075
Morris Road,HOPPERS CROSSING,C,2023-08-01 00:00:00,-37.863835,144.7039863,-37.863835,144.7039863
Mortlake-Ararat Road,DENICULL CREEK,C,2024-10-01 00:00:00,-37.3368623,142.9032167,-37.3368623,142.9032167
Mortlake-Ararat Road,MAROONA,C,2024-10-01 00:00:00,-37.4192168,142.8600663,-37.4192168,142.8600663
Mossfiel Drive,HOPPERS CROSSING,C,2023-08-01 00:00:00,-37.8715816,144.692168,-37.8715816,144.692168
Mount Buffalo Road,POREPUNKAH,BC,T,-36.6935824,146.8765219,-36.6935824,146.8765219
Mount Buller Road,MERRIJIG,ABC,2024-10-01 00:00:00,-37.1101721,146.3024439,-37.1101721,146.3024439
Mount Buller Road,SAWMILL SETTLEMENT,ABC,2024-10-01 00:00:00,-37.1056636,146.3677633,-37.1056636,146.3677633
Mount Buller Road,MANSFIELD,AC,2024-10-01 00:00:00,-37.0688727,146.1725408,-37.0688727,146.1725408
Mount Dandenong Road,CROYDON,ABC,2024-05-02 00:00:00,-37.7991503,145.2794914,-37.7991503,145.2794914
Mount Dandenong Tourist Road,MONTROSE,ABC,2024-05-02 00:00:00,-37.8285808,145.3595793,-37.8285808,145.3595793
Mount Macedon Road,WOODEND,C,2024-05-02 00:00:00,-37.3934645,144.5918494,-37.3934645,144.5918494
Mount Pleasant Road,ELTHAM,BC,2024-08-01 00:00:00,-37.7235302,145.1692235,-37.7235302,145.1692235
Mount Ridley Road,CRAIGIEBURN,AC,2024-08-01 00:00:00,-37.5665075,144.9138806,-37.5665075,144.9138806
Mt Alexander Road,ESSENDON,ABC,2024-08-01 00:00:00,-37.7530261,144.9161846,-37.7530261,144.9161846
Mt Buller Road,MERRIJIG,BCD,2024-10-01 00:00:00,-37.1101721,146.3024439,-37.1101721,146.3024439
Mt DERRIMUT Road,DERRIMUT,BCD,2024-06-01 00:00:00,-37.7927961,144.773712,-37.7927961,144.773712
Mt Ridley Road,MICKLEHAM,ABC,2024-08-01 00:00:00,-37.5645508,144.8965778,-37.5645508,144.8965778
Murchison-Tatura Road,DHURRINGILE,BC,2024-08-01 00:00:00,-36.5373221,145.2227226,-36.5373221,145.2227226
Murchison-Tatura Road,TATURA,BC,2024-08-01 00:00:00,-36.4919756,145.2227321,-36.4919756,145.2227321
Murchison-Violet Town Road,ARCADIA SOUTH,AC,2024-08-01 00:00:00,-36.6105768,145.3807143,-36.6105768,145.3807143
Murchison-Violet Town Road,MURCHISON EAST,BC,2024-08-01 00:00:00,-36.6145783,145.2610923,-36.6145783,145.2610923
Murchison-Violet Town Road,MIEPOLL,C,2024-08-01 00:00:00,-36.607793,145.4735223,-36.607793,145.4735223
Murdoch Road,WANGARATTA,BC,T,-36.3731863,146.323426,-36.3731863,146.323426
Murphy Street,EAST BENDIGO,C,2024-10-01 00:00:00,-36.7291987,144.3131844,-36.7507528,144.3021437
Murray Parade,KOONDROOK,C,T,-35.6329715,144.1262924,-35.6329715,144.1262924
Murray Road,COBURG,C,2024-08-01 00:00:00,-37.7354878,144.9757359,-37.7354878,144.9757359
Murray Valley  Highway,BEVERFORD,BC,T,-35.2235407,143.4651906,-35.2235407,143.4651906
Murray Valley Highway,TORRUMBARRY,ABC,2024-05-02 00:00:00,-36.0333889,144.5321229,-36.0333889,144.5321229
Murray Valley Highway,COBRAM EAST,ABC,2024-10-01 00:00:00,-35.9802554,145.7455034,-35.9802554,145.7455034
Murray Valley Highway,STRATHMERTON,ABC,2024-10-01 00:00:00,-35.9254663,145.4389651,-35.9254663,145.4389651
Murray Valley Highway,BARNAWARTHA NORTH,ABC,2024-10-01 00:00:00,-36.0796576,146.7548802,-36.0796576,146.7548802
Murray Valley Highway,BRIMIN,ABC,2024-10-01 00:00:00,-36.0752763,146.2495972,-36.0752763,146.2495972
Murray Valley Highway,BROWNS PLAINS,ABC,2024-10-01 00:00:00,-36.0456146,146.6216202,-36.0456146,146.6216202
Murray Valley Highway,BARAWARTHA,ABCD,2024-08-01 00:00:00,-36.0546182,146.6815949,-36.0546182,146.6815949
Murray Valley Highway,KOTUPNA,ABCD,2024-10-01 00:00:00,-36.1454269,145.1721462,-36.1454269,145.1721462
Murray Valley Highway,NATHALIA,ABCD,2024-10-01 00:00:00,-36.0605137,145.2036389,-36.0605137,145.2036389
Murray Valley Highway,YARRAWONGA,ABCD,2024-10-01 00:00:00,-36.0160521,146.0099563,-36.0160521,146.0099563
Murray Valley Highway,BAREP,ACD,2024-05-02 00:00:00,-35.9254753,145.389967,-35.9254753,145.389967
Murray Valley Highway,ECHUCA,ACD,2024-05-02 00:00:00,-36.1404941,144.761181,-36.1404941,144.761181
Murray Valley Highway,PEDERICK,ACD,2024-05-02 00:00:00,-35.9254753,145.389967,-35.9254753,145.389967
Murray Valley Highway,BUNDALONG,ACD,2024-10-01 00:00:00,-36.0227637,146.1289939,-36.0227637,146.1289939
Murray Valley Highway,COHUNA,BC,2023-09-01 00:00:00,-35.8195108,144.233872,-35.8195108,144.233872
Murray Valley Highway,MEAD,BC,2023-09-01 00:00:00,-35.7939618,144.1085446,-35.7939618,144.1085446
Murray Valley Highway,WEE WEE RUP,BC,2023-09-01 00:00:00,-35.8634732,144.2955979,-35.8634732,144.2955979
Murray Valley Highway,WOOD WOOD,BC,2023-09-01 00:00:00,-35.0998098,143.3412003,-35.0998098,143.3412003
Murray Valley Highway,GUNBOWER,BC,2024-05-02 00:00:00,-35.9560272,144.3684186,-35.9560272,144.3684186
Murray Valley Highway,LEITCHVILLE,BC,2024-05-02 00:00:00,-35.9189417,144.3247857,-35.9189417,144.3247857
Murray Valley Highway,WHARPARILLA,BC,2024-05-02 00:00:00,-36.0863163,144.6301793,-36.0863163,144.6301793
Murray Valley Highway,BEVERFORD,BC,2024-08-01 00:00:00,-35.2235407,143.4651906,-35.2235407,143.4651906
Murray Valley Highway,KENLEY,BC,2024-08-01 00:00:00,-34.8454592,143.2600813,-34.8454592,143.2600813
Murray Valley Highway,LAKE BOGA,BC,2024-08-01 00:00:00,-35.4667396,143.6474343,-35.4529177,143.6266485
Murray Valley Highway,NYAH,BC,2024-08-01 00:00:00,-35.1518023,143.3678249,-35.1518023,143.3678249
Murray Valley Highway,SWAN HILL,BC,2024-08-01 00:00:00,-35.3563451,143.5622792,-35.3563451,143.5622792
Murray Valley Highway,BARNAWARTHA,BC,2024-10-01 00:00:00,-36.0546182,146.6815949,-36.0546182,146.6815949
Murray Valley Highway,BERRINGAMA,BC,2024-10-01 00:00:00,-36.2129543,147.6774773,-36.2129543,147.6774773
Murray Valley Highway,CUDGEWA,BC,2024-10-01 00:00:00,-36.2082782,147.8083755,-36.2082782,147.8083755
